X_COORD,Y_COORD,HABITAT
322258,6275409,1
322758,6275409,1
323258,6275409,1
323758,6275409,1
324258,6275409,1
324758,6275409,1
325258,6275409,1
325758,6275409,1
326258,6275409,1
326758,6275409,1
327258,6275409,1
327758,6275409,1
328258,6275409,1
328758,6275409,1
329258,6275409,1
329758,6275409,1
330258,6275409,1
330758,6275409,1
331258,6275409,1
331758,6275409,1
332258,6275409,1
332758,6275409,1
333258,6275409,1
336258,6275409,1
336758,6275409,1
337258,6275409,1
337758,6275409,1
338258,6275409,1
338758,6275409,1
339258,6275409,1
319758,6274909,1
320258,6274909,1
320758,6274909,1
321258,6274909,1
321758,6274909,1
322258,6274909,1
322758,6274909,1
323258,6274909,1
323758,6274909,1
324258,6274909,1
324758,6274909,1
325258,6274909,1
325758,6274909,1
326258,6274909,1
326758,6274909,1
327258,6274909,1
327758,6274909,1
328258,6274909,1
328758,6274909,1
329258,6274909,1
329758,6274909,1
330258,6274909,1
330758,6274909,1
331258,6274909,1
331758,6274909,1
332258,6274909,1
332758,6274909,1
333258,6274909,1
333758,6274909,1
336258,6274909,1
336758,6274909,1
337258,6274909,1
337758,6274909,1
338258,6274909,1
338758,6274909,1
339258,6274909,1
319258,6274409,1
319758,6274409,1
320258,6274409,1
320758,6274409,1
321258,6274409,1
321758,6274409,1
322258,6274409,1
322758,6274409,1
323258,6274409,1
323758,6274409,1
324258,6274409,1
324758,6274409,1
325258,6274409,1
325758,6274409,1
326258,6274409,1
326758,6274409,1
327258,6274409,1
327758,6274409,1
328258,6274409,1
328758,6274409,1
329258,6274409,1
329758,6274409,1
330258,6274409,1
330758,6274409,1
331258,6274409,1
331758,6274409,1
332258,6274409,1
332758,6274409,1
333258,6274409,1
333758,6274409,1
336758,6274409,1
337258,6274409,1
337758,6274409,1
338258,6274409,1
338758,6274409,1
339258,6274409,1
318758,6273909,1
319258,6273909,1
319758,6273909,1
320258,6273909,1
320758,6273909,1
321258,6273909,1
321758,6273909,1
322258,6273909,1
322758,6273909,1
323258,6273909,1
323758,6273909,1
324258,6273909,1
324758,6273909,1
325258,6273909,1
325758,6273909,1
326258,6273909,1
326758,6273909,1
327258,6273909,1
327758,6273909,1
328258,6273909,1
328758,6273909,1
329258,6273909,1
329758,6273909,1
330258,6273909,1
330758,6273909,1
331258,6273909,1
331758,6273909,1
332258,6273909,1
332758,6273909,1
333258,6273909,1
333758,6273909,1
334258,6273909,1
334758,6273909,1
337258,6273909,1
337758,6273909,1
338258,6273909,1
338758,6273909,1
318258,6273409,1
318758,6273409,1
319258,6273409,1
319758,6273409,1
320258,6273409,1
320758,6273409,1
321258,6273409,1
321758,6273409,1
322258,6273409,1
322758,6273409,1
323258,6273409,1
323758,6273409,1
324258,6273409,1
324758,6273409,1
325258,6273409,1
325758,6273409,1
326258,6273409,1
326758,6273409,1
327258,6273409,1
327758,6273409,1
328258,6273409,1
328758,6273409,1
329258,6273409,1
329758,6273409,1
330258,6273409,1
330758,6273409,1
331258,6273409,1
331758,6273409,1
332258,6273409,1
332758,6273409,1
333258,6273409,1
333758,6273409,1
334258,6273409,1
334758,6273409,1
335258,6273409,1
335758,6273409,1
337258,6273409,1
337758,6273409,1
338258,6273409,1
338758,6273409,1
317758,6272909,1
318258,6272909,1
318758,6272909,1
319258,6272909,1
319758,6272909,1
320258,6272909,1
320758,6272909,1
321258,6272909,1
321758,6272909,1
322258,6272909,1
322758,6272909,1
323258,6272909,1
323758,6272909,1
324258,6272909,1
324758,6272909,1
325258,6272909,1
325758,6272909,1
326258,6272909,1
326758,6272909,1
327258,6272909,1
327758,6272909,1
328258,6272909,1
328758,6272909,1
329258,6272909,1
329758,6272909,1
330258,6272909,1
330758,6272909,1
331258,6272909,1
331758,6272909,1
332258,6272909,1
332758,6272909,1
333258,6272909,1
333758,6272909,1
334258,6272909,1
334758,6272909,1
335258,6272909,1
335758,6272909,1
336258,6272909,1
336758,6272909,1
337258,6272909,1
337758,6272909,1
338258,6272909,1
338758,6272909,1
317758,6272409,1
318258,6272409,1
318758,6272409,1
319258,6272409,1
319758,6272409,1
320258,6272409,1
320758,6272409,1
321258,6272409,1
321758,6272409,1
322258,6272409,1
322758,6272409,1
323258,6272409,1
323758,6272409,1
324258,6272409,1
324758,6272409,1
325258,6272409,1
325758,6272409,1
326258,6272409,1
326758,6272409,1
327258,6272409,1
327758,6272409,1
328258,6272409,1
328758,6272409,1
329258,6272409,1
329758,6272409,1
330258,6272409,1
330758,6272409,1
331258,6272409,1
331758,6272409,1
332258,6272409,1
332758,6272409,1
333258,6272409,1
333758,6272409,1
334258,6272409,1
334758,6272409,1
335258,6272409,1
335758,6272409,1
336258,6272409,1
336758,6272409,1
337258,6272409,1
337758,6272409,1
338258,6272409,1
338758,6272409,1
317258,6271909,1
317758,6271909,1
318258,6271909,1
318758,6271909,1
319258,6271909,1
319758,6271909,1
320258,6271909,1
320758,6271909,1
321258,6271909,1
321758,6271909,1
322258,6271909,1
322758,6271909,1
323258,6271909,1
323758,6271909,1
324258,6271909,1
324758,6271909,1
325258,6271909,1
325758,6271909,1
326258,6271909,1
326758,6271909,1
327258,6271909,1
327758,6271909,1
328258,6271909,1
328758,6271909,1
329258,6271909,1
329758,6271909,1
330258,6271909,1
330758,6271909,1
331258,6271909,1
331758,6271909,1
332258,6271909,1
332758,6271909,1
333258,6271909,1
333758,6271909,1
334258,6271909,1
334758,6271909,1
335258,6271909,1
335758,6271909,1
336258,6271909,1
336758,6271909,1
337258,6271909,1
337758,6271909,1
338258,6271909,1
338758,6271909,1
317258,6271409,1
317758,6271409,1
318258,6271409,1
318758,6271409,1
319258,6271409,1
319758,6271409,1
320258,6271409,1
320758,6271409,1
321258,6271409,1
321758,6271409,1
322258,6271409,1
322758,6271409,1
323258,6271409,1
323758,6271409,1
324258,6271409,1
324758,6271409,1
325258,6271409,1
325758,6271409,1
326258,6271409,1
326758,6271409,1
327258,6271409,1
327758,6271409,1
328258,6271409,1
328758,6271409,1
329258,6271409,1
329758,6271409,1
330258,6271409,1
330758,6271409,1
331258,6271409,1
331758,6271409,1
332258,6271409,1
332758,6271409,1
333258,6271409,1
333758,6271409,1
334258,6271409,1
334758,6271409,1
335258,6271409,1
335758,6271409,1
336258,6271409,1
336758,6271409,1
337258,6271409,1
337758,6271409,1
338258,6271409,1
338758,6271409,1
317258,6270909,1
317758,6270909,1
318258,6270909,1
318758,6270909,1
319258,6270909,1
319758,6270909,1
320258,6270909,1
320758,6270909,1
321258,6270909,1
321758,6270909,1
322258,6270909,1
322758,6270909,1
323258,6270909,1
323758,6270909,1
324258,6270909,1
324758,6270909,1
325258,6270909,1
325758,6270909,1
326258,6270909,1
326758,6270909,1
327258,6270909,1
327758,6270909,1
328258,6270909,1
328758,6270909,1
329258,6270909,1
329758,6270909,1
330258,6270909,1
330758,6270909,1
331258,6270909,1
331758,6270909,1
332258,6270909,1
332758,6270909,1
333258,6270909,1
333758,6270909,1
334258,6270909,1
334758,6270909,1
335258,6270909,1
335758,6270909,1
336258,6270909,1
336758,6270909,1
337258,6270909,1
337758,6270909,1
338258,6270909,1
338758,6270909,1
339258,6270909,1
317258,6270409,1
317758,6270409,1
318258,6270409,1
318758,6270409,1
319258,6270409,1
319758,6270409,1
320258,6270409,1
320758,6270409,1
321258,6270409,1
321758,6270409,1
322258,6270409,1
322758,6270409,1
323258,6270409,1
323758,6270409,1
324258,6270409,1
324758,6270409,1
325258,6270409,1
325758,6270409,1
326258,6270409,1
326758,6270409,1
327258,6270409,1
327758,6270409,1
328258,6270409,1
328758,6270409,1
329258,6270409,1
329758,6270409,1
330258,6270409,1
330758,6270409,1
331258,6270409,1
331758,6270409,1
332258,6270409,1
332758,6270409,1
333258,6270409,1
333758,6270409,1
334258,6270409,1
334758,6270409,1
335258,6270409,1
335758,6270409,1
336258,6270409,1
336758,6270409,1
337258,6270409,1
337758,6270409,1
338258,6270409,1
338758,6270409,1
339258,6270409,1
317258,6269909,1
317758,6269909,1
318258,6269909,1
318758,6269909,1
319258,6269909,1
319758,6269909,1
320258,6269909,1
320758,6269909,1
321258,6269909,1
321758,6269909,1
322258,6269909,1
322758,6269909,1
323258,6269909,1
323758,6269909,1
324258,6269909,1
324758,6269909,1
325258,6269909,1
325758,6269909,1
326258,6269909,1
326758,6269909,1
327258,6269909,1
327758,6269909,1
328258,6269909,1
328758,6269909,1
329258,6269909,1
329758,6269909,1
330258,6269909,1
330758,6269909,1
331258,6269909,1
331758,6269909,1
332258,6269909,1
332758,6269909,1
333258,6269909,1
333758,6269909,1
334258,6269909,1
334758,6269909,1
335258,6269909,1
335758,6269909,1
336258,6269909,1
336758,6269909,1
337258,6269909,1
337758,6269909,1
338258,6269909,1
338758,6269909,1
350258,6269909,1
317258,6269409,1
317758,6269409,1
318258,6269409,1
318758,6269409,1
319258,6269409,1
319758,6269409,1
320258,6269409,1
320758,6269409,1
321258,6269409,1
321758,6269409,1
322258,6269409,1
322758,6269409,1
323258,6269409,1
323758,6269409,1
324258,6269409,1
324758,6269409,1
325258,6269409,1
325758,6269409,1
326258,6269409,1
326758,6269409,1
327258,6269409,1
327758,6269409,1
328258,6269409,1
328758,6269409,1
329258,6269409,1
329758,6269409,1
330258,6269409,1
330758,6269409,1
331258,6269409,1
331758,6269409,1
332258,6269409,1
332758,6269409,1
333258,6269409,1
333758,6269409,1
334258,6269409,1
334758,6269409,1
335258,6269409,1
335758,6269409,1
336258,6269409,1
336758,6269409,1
337258,6269409,1
337758,6269409,1
338258,6269409,1
341758,6269409,1
349758,6269409,1
350258,6269409,1
350758,6269409,1
351258,6269409,1
317758,6268909,1
318258,6268909,1
318758,6268909,1
319258,6268909,1
319758,6268909,1
320258,6268909,1
320758,6268909,1
321258,6268909,1
321758,6268909,1
322258,6268909,1
322758,6268909,1
323258,6268909,1
323758,6268909,1
324258,6268909,1
324758,6268909,1
325258,6268909,1
325758,6268909,1
326258,6268909,1
326758,6268909,1
327258,6268909,1
327758,6268909,1
328258,6268909,1
328758,6268909,1
329258,6268909,1
329758,6268909,1
330258,6268909,1
330758,6268909,1
331258,6268909,1
331758,6268909,1
332258,6268909,1
332758,6268909,1
333258,6268909,1
333758,6268909,1
334258,6268909,1
334758,6268909,1
335258,6268909,1
335758,6268909,1
336258,6268909,1
341258,6268909,1
341758,6268909,1
342258,6268909,1
348758,6268909,1
349258,6268909,1
349758,6268909,1
350258,6268909,1
350758,6268909,1
351258,6268909,1
351758,6268909,1
352258,6268909,1
357258,6268909,1
357758,6268909,1
317758,6268409,1
318258,6268409,1
318758,6268409,1
319258,6268409,1
319758,6268409,1
320258,6268409,1
320758,6268409,1
321258,6268409,1
321758,6268409,1
322258,6268409,1
322758,6268409,1
323258,6268409,1
323758,6268409,1
324258,6268409,1
324758,6268409,1
325258,6268409,1
325758,6268409,1
326258,6268409,1
326758,6268409,1
327258,6268409,1
327758,6268409,1
328258,6268409,1
328758,6268409,1
329258,6268409,1
329758,6268409,1
330258,6268409,1
330758,6268409,1
331258,6268409,1
331758,6268409,1
332258,6268409,1
332758,6268409,1
333258,6268409,1
333758,6268409,1
334258,6268409,1
334758,6268409,1
335258,6268409,1
335758,6268409,1
336258,6268409,1
336758,6268409,1
341258,6268409,1
341758,6268409,1
342258,6268409,1
348258,6268409,1
348758,6268409,1
349258,6268409,1
349758,6268409,1
350258,6268409,1
350758,6268409,1
351258,6268409,1
351758,6268409,1
352258,6268409,1
352758,6268409,1
356758,6268409,1
357258,6268409,1
357758,6268409,1
318258,6267909,1
318758,6267909,1
319258,6267909,1
319758,6267909,1
320258,6267909,1
320758,6267909,1
321258,6267909,1
321758,6267909,1
322258,6267909,1
322758,6267909,1
323258,6267909,1
323758,6267909,1
324258,6267909,1
324758,6267909,1
325258,6267909,1
325758,6267909,1
326258,6267909,1
326758,6267909,1
327258,6267909,1
327758,6267909,1
328258,6267909,1
328758,6267909,1
329258,6267909,1
329758,6267909,1
330258,6267909,1
330758,6267909,1
331258,6267909,1
331758,6267909,1
332258,6267909,1
332758,6267909,1
333258,6267909,1
333758,6267909,1
334258,6267909,1
334758,6267909,1
335258,6267909,1
335758,6267909,1
336258,6267909,1
336758,6267909,1
337258,6267909,1
337758,6267909,1
338258,6267909,1
338758,6267909,1
340758,6267909,1
341258,6267909,1
341758,6267909,1
342258,6267909,1
342758,6267909,1
343258,6267909,1
343758,6267909,1
347758,6267909,1
348258,6267909,1
348758,6267909,1
349258,6267909,1
349758,6267909,1
350258,6267909,1
350758,6267909,1
351258,6267909,1
351758,6267909,1
352258,6267909,1
352758,6267909,1
353258,6267909,1
356758,6267909,1
357258,6267909,1
357758,6267909,1
318758,6267409,1
319258,6267409,1
319758,6267409,1
320258,6267409,1
320758,6267409,1
321258,6267409,1
321758,6267409,1
322258,6267409,1
322758,6267409,1
323258,6267409,1
323758,6267409,1
324258,6267409,1
324758,6267409,1
325258,6267409,1
325758,6267409,1
326258,6267409,1
326758,6267409,1
327258,6267409,1
327758,6267409,1
328258,6267409,1
328758,6267409,1
329258,6267409,1
329758,6267409,1
330258,6267409,1
330758,6267409,1
331258,6267409,1
331758,6267409,1
332258,6267409,1
332758,6267409,1
333258,6267409,1
333758,6267409,1
334258,6267409,1
334758,6267409,1
335258,6267409,1
335758,6267409,1
336258,6267409,1
336758,6267409,1
337258,6267409,1
337758,6267409,1
338258,6267409,1
338758,6267409,1
339258,6267409,1
339758,6267409,1
340258,6267409,1
340758,6267409,1
341258,6267409,1
341758,6267409,1
342258,6267409,1
342758,6267409,1
343258,6267409,1
343758,6267409,1
344258,6267409,1
347258,6267409,1
347758,6267409,1
348258,6267409,1
348758,6267409,1
349258,6267409,1
349758,6267409,1
350258,6267409,1
350758,6267409,1
351258,6267409,1
351758,6267409,1
352258,6267409,1
352758,6267409,1
353258,6267409,1
356758,6267409,1
357258,6267409,1
357758,6267409,1
358258,6267409,1
319258,6266909,1
319758,6266909,1
320258,6266909,1
320758,6266909,1
321258,6266909,1
321758,6266909,1
322258,6266909,1
322758,6266909,1
323258,6266909,1
323758,6266909,1
324258,6266909,1
324758,6266909,1
325258,6266909,1
325758,6266909,1
326258,6266909,1
326758,6266909,1
327258,6266909,1
327758,6266909,1
328258,6266909,1
328758,6266909,1
329258,6266909,1
329758,6266909,1
330258,6266909,1
330758,6266909,1
331258,6266909,1
331758,6266909,1
332258,6266909,1
332758,6266909,1
333258,6266909,1
333758,6266909,1
334258,6266909,1
334758,6266909,1
335258,6266909,1
335758,6266909,1
336258,6266909,1
336758,6266909,1
337258,6266909,1
337758,6266909,1
338258,6266909,1
338758,6266909,1
339258,6266909,1
339758,6266909,1
340258,6266909,1
340758,6266909,1
341258,6266909,1
341758,6266909,1
342258,6266909,1
342758,6266909,1
343258,6266909,1
343758,6266909,1
344258,6266909,1
344758,6266909,1
347258,6266909,1
347758,6266909,1
348258,6266909,1
348758,6266909,1
349258,6266909,1
349758,6266909,1
350258,6266909,1
350758,6266909,1
351258,6266909,1
351758,6266909,1
352258,6266909,1
352758,6266909,1
356758,6266909,1
357258,6266909,1
357758,6266909,1
358258,6266909,1
319758,6266409,1
320258,6266409,1
320758,6266409,1
321258,6266409,1
321758,6266409,1
322258,6266409,1
322758,6266409,1
323258,6266409,1
323758,6266409,1
324258,6266409,1
324758,6266409,1
325258,6266409,1
325758,6266409,1
326258,6266409,1
326758,6266409,1
327258,6266409,1
327758,6266409,1
328258,6266409,1
328758,6266409,1
329258,6266409,1
329758,6266409,1
330258,6266409,1
330758,6266409,1
331258,6266409,1
331758,6266409,1
332258,6266409,1
332758,6266409,1
333258,6266409,1
333758,6266409,1
334258,6266409,1
334758,6266409,1
335258,6266409,1
335758,6266409,1
336258,6266409,1
336758,6266409,1
337258,6266409,1
337758,6266409,1
338258,6266409,1
338758,6266409,1
339258,6266409,1
339758,6266409,1
340258,6266409,1
340758,6266409,1
341258,6266409,1
341758,6266409,1
342258,6266409,1
342758,6266409,1
343258,6266409,1
343758,6266409,1
344258,6266409,1
344758,6266409,1
346758,6266409,1
347258,6266409,1
347758,6266409,1
348258,6266409,1
348758,6266409,1
349258,6266409,1
349758,6266409,1
350258,6266409,1
350758,6266409,1
351258,6266409,1
351758,6266409,1
352258,6266409,1
352758,6266409,1
356258,6266409,1
356758,6266409,1
357258,6266409,1
357758,6266409,1
358258,6266409,1
358758,6266409,1
359258,6266409,1
319758,6265909,1
320258,6265909,1
320758,6265909,1
321258,6265909,1
321758,6265909,1
322258,6265909,1
322758,6265909,1
323258,6265909,1
323758,6265909,1
324258,6265909,1
324758,6265909,1
325258,6265909,1
325758,6265909,1
326258,6265909,1
326758,6265909,1
327258,6265909,1
327758,6265909,1
328258,6265909,1
328758,6265909,1
329258,6265909,1
329758,6265909,1
330258,6265909,1
330758,6265909,1
331258,6265909,1
331758,6265909,1
332258,6265909,1
332758,6265909,1
333258,6265909,1
333758,6265909,1
334258,6265909,1
334758,6265909,1
335258,6265909,1
335758,6265909,1
336258,6265909,1
336758,6265909,1
337258,6265909,1
337758,6265909,1
338258,6265909,1
338758,6265909,1
339258,6265909,1
339758,6265909,1
340258,6265909,1
340758,6265909,1
341258,6265909,1
341758,6265909,1
342258,6265909,1
342758,6265909,1
343258,6265909,1
343758,6265909,1
344258,6265909,1
344758,6265909,1
345258,6265909,1
346258,6265909,1
346758,6265909,1
347258,6265909,1
347758,6265909,1
348258,6265909,1
348758,6265909,1
349258,6265909,1
349758,6265909,1
350258,6265909,1
350758,6265909,1
351258,6265909,1
351758,6265909,1
352258,6265909,1
352758,6265909,1
355758,6265909,1
356258,6265909,1
356758,6265909,1
357258,6265909,1
357758,6265909,1
358258,6265909,1
358758,6265909,1
359258,6265909,1
359758,6265909,1
320258,6265409,1
320758,6265409,1
321258,6265409,1
321758,6265409,1
322258,6265409,1
322758,6265409,1
323258,6265409,1
323758,6265409,1
324258,6265409,1
324758,6265409,1
325258,6265409,1
325758,6265409,1
326258,6265409,1
326758,6265409,1
327258,6265409,1
327758,6265409,1
328258,6265409,1
328758,6265409,1
329258,6265409,1
329758,6265409,1
330258,6265409,1
330758,6265409,1
331258,6265409,1
331758,6265409,1
332258,6265409,1
332758,6265409,1
333258,6265409,1
333758,6265409,1
334258,6265409,1
334758,6265409,1
335258,6265409,1
335758,6265409,1
336258,6265409,1
336758,6265409,1
337258,6265409,1
337758,6265409,1
338258,6265409,1
338758,6265409,1
339258,6265409,1
339758,6265409,1
340258,6265409,1
340758,6265409,1
341258,6265409,1
341758,6265409,1
342258,6265409,1
342758,6265409,1
343258,6265409,1
343758,6265409,1
344258,6265409,1
344758,6265409,1
345258,6265409,1
346258,6265409,1
346758,6265409,1
347258,6265409,1
347758,6265409,1
348258,6265409,1
348758,6265409,1
349258,6265409,1
349758,6265409,1
350258,6265409,1
350758,6265409,1
351258,6265409,1
351758,6265409,1
352258,6265409,1
352758,6265409,1
353258,6265409,1
355758,6265409,1
356258,6265409,1
356758,6265409,1
357258,6265409,1
357758,6265409,1
358258,6265409,1
358758,6265409,1
359258,6265409,1
359758,6265409,1
360258,6265409,1
320258,6264909,1
320758,6264909,1
321258,6264909,1
321758,6264909,1
322258,6264909,1
322758,6264909,1
323258,6264909,1
323758,6264909,1
324258,6264909,1
324758,6264909,1
325258,6264909,1
325758,6264909,1
326258,6264909,1
326758,6264909,1
327258,6264909,1
327758,6264909,1
328258,6264909,1
328758,6264909,1
329258,6264909,1
329758,6264909,1
330258,6264909,1
330758,6264909,1
331258,6264909,1
331758,6264909,1
332258,6264909,1
332758,6264909,1
333258,6264909,1
333758,6264909,1
334258,6264909,1
334758,6264909,1
335258,6264909,1
335758,6264909,1
336258,6264909,1
336758,6264909,1
337258,6264909,1
337758,6264909,1
338258,6264909,1
338758,6264909,1
339258,6264909,1
339758,6264909,1
340258,6264909,1
340758,6264909,1
341258,6264909,1
341758,6264909,1
342258,6264909,1
342758,6264909,1
343258,6264909,1
343758,6264909,1
344258,6264909,1
344758,6264909,1
345258,6264909,1
345758,6264909,1
346258,6264909,1
346758,6264909,1
347258,6264909,1
347758,6264909,1
348258,6264909,1
348758,6264909,1
349258,6264909,1
349758,6264909,1
350258,6264909,1
350758,6264909,1
351258,6264909,1
351758,6264909,1
352258,6264909,1
352758,6264909,1
353258,6264909,1
355758,6264909,1
356258,6264909,1
356758,6264909,1
357258,6264909,1
357758,6264909,1
358258,6264909,1
358758,6264909,1
359258,6264909,1
359758,6264909,1
360258,6264909,1
319758,6264409,1
320258,6264409,1
320758,6264409,1
321258,6264409,1
321758,6264409,1
322258,6264409,1
322758,6264409,1
323258,6264409,1
323758,6264409,1
324258,6264409,1
324758,6264409,1
325258,6264409,1
325758,6264409,1
326258,6264409,1
326758,6264409,1
327258,6264409,1
327758,6264409,1
328258,6264409,1
328758,6264409,1
329258,6264409,1
329758,6264409,1
330258,6264409,1
330758,6264409,1
331258,6264409,1
331758,6264409,1
332258,6264409,1
332758,6264409,1
333258,6264409,1
333758,6264409,1
334258,6264409,1
334758,6264409,1
335258,6264409,1
335758,6264409,1
336258,6264409,1
336758,6264409,1
337258,6264409,1
337758,6264409,1
338258,6264409,1
338758,6264409,1
339258,6264409,1
339758,6264409,1
340258,6264409,1
340758,6264409,1
341258,6264409,1
341758,6264409,1
342258,6264409,1
342758,6264409,1
343258,6264409,1
343758,6264409,1
344258,6264409,1
344758,6264409,1
345258,6264409,1
345758,6264409,1
346258,6264409,1
346758,6264409,1
347258,6264409,1
347758,6264409,1
348258,6264409,1
348758,6264409,1
349258,6264409,1
349758,6264409,1
350258,6264409,1
350758,6264409,1
351258,6264409,1
351758,6264409,1
352258,6264409,1
352758,6264409,1
353258,6264409,1
355258,6264409,1
355758,6264409,1
356258,6264409,1
356758,6264409,1
357258,6264409,1
357758,6264409,1
358258,6264409,1
358758,6264409,1
359258,6264409,1
359758,6264409,1
360258,6264409,1
360758,6264409,1
361258,6264409,1
317758,6263909,1
318258,6263909,1
318758,6263909,1
319258,6263909,1
319758,6263909,1
320258,6263909,1
320758,6263909,1
321258,6263909,1
321758,6263909,1
322258,6263909,1
322758,6263909,1
323258,6263909,1
323758,6263909,1
324258,6263909,1
324758,6263909,1
325258,6263909,1
325758,6263909,1
326258,6263909,1
326758,6263909,1
327258,6263909,1
327758,6263909,1
328258,6263909,1
328758,6263909,1
329258,6263909,1
329758,6263909,1
330258,6263909,1
330758,6263909,1
331258,6263909,1
331758,6263909,1
332258,6263909,1
332758,6263909,1
333258,6263909,1
333758,6263909,1
334258,6263909,1
334758,6263909,1
335258,6263909,1
335758,6263909,1
336258,6263909,1
336758,6263909,1
337258,6263909,1
337758,6263909,1
338258,6263909,1
338758,6263909,1
339258,6263909,1
339758,6263909,1
340258,6263909,1
340758,6263909,1
341258,6263909,1
341758,6263909,1
342258,6263909,1
342758,6263909,1
343258,6263909,1
343758,6263909,1
344258,6263909,1
344758,6263909,1
345258,6263909,1
345758,6263909,1
346258,6263909,1
346758,6263909,1
347258,6263909,1
347758,6263909,1
348258,6263909,1
348758,6263909,1
349258,6263909,1
349758,6263909,1
350258,6263909,1
350758,6263909,1
351258,6263909,1
351758,6263909,1
352258,6263909,1
352758,6263909,1
353258,6263909,1
355258,6263909,1
355758,6263909,1
356258,6263909,1
356758,6263909,1
357258,6263909,1
357758,6263909,1
358258,6263909,1
358758,6263909,1
359258,6263909,1
359758,6263909,1
360258,6263909,1
360758,6263909,1
361258,6263909,1
361758,6263909,1
316258,6263409,1
316758,6263409,1
317258,6263409,1
317758,6263409,1
318258,6263409,1
318758,6263409,1
319258,6263409,1
319758,6263409,1
320258,6263409,1
320758,6263409,1
321258,6263409,1
321758,6263409,1
322258,6263409,1
322758,6263409,1
323258,6263409,1
323758,6263409,1
324258,6263409,1
324758,6263409,1
325258,6263409,1
325758,6263409,1
326258,6263409,1
326758,6263409,1
327258,6263409,1
327758,6263409,1
328258,6263409,1
328758,6263409,1
329258,6263409,1
329758,6263409,1
330258,6263409,1
330758,6263409,1
331258,6263409,1
331758,6263409,1
332258,6263409,1
332758,6263409,1
333258,6263409,1
333758,6263409,1
334258,6263409,1
334758,6263409,1
335258,6263409,1
335758,6263409,1
336258,6263409,1
336758,6263409,1
337258,6263409,1
337758,6263409,1
338258,6263409,1
338758,6263409,1
339258,6263409,1
339758,6263409,1
340258,6263409,1
340758,6263409,1
341258,6263409,1
341758,6263409,1
342258,6263409,1
342758,6263409,1
343258,6263409,1
343758,6263409,1
344258,6263409,1
344758,6263409,1
345258,6263409,1
345758,6263409,1
346258,6263409,1
346758,6263409,1
347258,6263409,1
347758,6263409,1
348258,6263409,1
348758,6263409,1
349258,6263409,1
349758,6263409,1
350258,6263409,1
350758,6263409,1
351258,6263409,1
351758,6263409,1
352258,6263409,1
352758,6263409,1
353258,6263409,1
355258,6263409,1
355758,6263409,1
356258,6263409,1
358758,6263409,1
359258,6263409,1
359758,6263409,1
360258,6263409,1
360758,6263409,1
361258,6263409,1
361758,6263409,1
362258,6263409,1
315758,6262909,1
316258,6262909,1
316758,6262909,1
317258,6262909,1
317758,6262909,1
318258,6262909,1
318758,6262909,1
319258,6262909,1
319758,6262909,1
320258,6262909,1
320758,6262909,1
321258,6262909,1
321758,6262909,1
322258,6262909,1
322758,6262909,1
323258,6262909,1
323758,6262909,1
324258,6262909,1
324758,6262909,1
325258,6262909,1
325758,6262909,1
326258,6262909,1
326758,6262909,1
327258,6262909,1
327758,6262909,1
328258,6262909,1
328758,6262909,1
329258,6262909,1
329758,6262909,1
330258,6262909,1
330758,6262909,1
331258,6262909,1
331758,6262909,1
332258,6262909,1
332758,6262909,1
333258,6262909,1
333758,6262909,1
334258,6262909,1
334758,6262909,1
335258,6262909,1
335758,6262909,1
336258,6262909,1
336758,6262909,1
337258,6262909,1
337758,6262909,1
338258,6262909,1
338758,6262909,1
339258,6262909,1
339758,6262909,1
340258,6262909,1
340758,6262909,1
341258,6262909,1
341758,6262909,1
342258,6262909,1
342758,6262909,1
343258,6262909,1
343758,6262909,1
344258,6262909,1
344758,6262909,1
345258,6262909,1
345758,6262909,1
346258,6262909,1
346758,6262909,1
347258,6262909,1
347758,6262909,1
348258,6262909,1
348758,6262909,1
349258,6262909,1
349758,6262909,1
350258,6262909,1
350758,6262909,1
351258,6262909,1
351758,6262909,1
352258,6262909,1
352758,6262909,1
353258,6262909,1
359258,6262909,1
359758,6262909,1
360258,6262909,1
360758,6262909,1
361258,6262909,1
361758,6262909,1
362258,6262909,1
362758,6262909,1
363258,6262909,1
315758,6262409,1
316258,6262409,1
316758,6262409,1
317258,6262409,1
317758,6262409,1
318258,6262409,1
318758,6262409,1
319258,6262409,1
319758,6262409,1
320258,6262409,1
320758,6262409,1
321258,6262409,1
321758,6262409,1
322258,6262409,1
322758,6262409,1
323258,6262409,1
323758,6262409,1
324258,6262409,1
324758,6262409,1
325258,6262409,1
325758,6262409,1
326258,6262409,1
326758,6262409,1
327258,6262409,1
327758,6262409,1
328258,6262409,1
328758,6262409,1
329258,6262409,1
329758,6262409,1
330258,6262409,1
330758,6262409,1
331258,6262409,1
331758,6262409,1
332258,6262409,1
332758,6262409,1
333258,6262409,1
333758,6262409,1
334258,6262409,1
334758,6262409,1
335258,6262409,1
335758,6262409,1
336258,6262409,1
336758,6262409,1
337258,6262409,1
337758,6262409,1
338258,6262409,1
338758,6262409,1
339258,6262409,1
339758,6262409,1
340258,6262409,1
340758,6262409,1
341258,6262409,1
341758,6262409,1
342258,6262409,1
342758,6262409,1
343258,6262409,1
343758,6262409,1
344258,6262409,1
344758,6262409,1
345258,6262409,1
345758,6262409,1
346258,6262409,1
346758,6262409,1
347258,6262409,1
347758,6262409,1
348258,6262409,1
348758,6262409,1
349258,6262409,1
349758,6262409,1
350258,6262409,1
350758,6262409,1
351258,6262409,1
351758,6262409,1
