X_COORD,Y_COORD,HABITAT
316758,6301409,1
317258,6301409,1
317758,6301409,1
318258,6301409,1
318758,6301409,1
319258,6301409,1
319758,6301409,1
320258,6301409,1
320758,6301409,1
321258,6301409,1
321758,6301409,1
322258,6301409,1
322758,6301409,1
323258,6301409,1
323758,6301409,1
324258,6301409,1
324758,6301409,1
325258,6301409,1
325758,6301409,1
326258,6301409,1
326758,6301409,1
327258,6301409,1
327758,6301409,1
328258,6301409,1
328758,6301409,1
329258,6301409,1
329758,6301409,1
330258,6301409,1
337258,6301409,1
337758,6301409,1
338258,6301409,1
338758,6301409,1
339258,6301409,1
339758,6301409,1
340258,6301409,1
340758,6301409,1
341258,6301409,1
316258,6300909,1
316758,6300909,1
317258,6300909,1
317758,6300909,1
318258,6300909,1
318758,6300909,1
319258,6300909,1
319758,6300909,1
320258,6300909,1
320758,6300909,1
321258,6300909,1
321758,6300909,1
322258,6300909,1
322758,6300909,1
323258,6300909,1
323758,6300909,1
324258,6300909,1
324758,6300909,1
325258,6300909,1
325758,6300909,1
326258,6300909,1
326758,6300909,1
327258,6300909,1
327758,6300909,1
328258,6300909,1
328758,6300909,1
329258,6300909,1
329758,6300909,1
330258,6300909,1
330758,6300909,1
338258,6300909,1
338758,6300909,1
339258,6300909,1
339758,6300909,1
340258,6300909,1
340758,6300909,1
341258,6300909,1
341758,6300909,1
316258,6300409,1
316758,6300409,1
317258,6300409,1
317758,6300409,1
318258,6300409,1
318758,6300409,1
319258,6300409,1
319758,6300409,1
320258,6300409,1
320758,6300409,1
321258,6300409,1
321758,6300409,1
322258,6300409,1
322758,6300409,1
323258,6300409,1
323758,6300409,1
324258,6300409,1
324758,6300409,1
325258,6300409,1
325758,6300409,1
326258,6300409,1
326758,6300409,1
327258,6300409,1
327758,6300409,1
328258,6300409,1
328758,6300409,1
329258,6300409,1
329758,6300409,1
330258,6300409,1
330758,6300409,1
331258,6300409,1
338758,6300409,1
339258,6300409,1
339758,6300409,1
340258,6300409,1
340758,6300409,1
341258,6300409,1
341758,6300409,1
342258,6300409,1
316258,6299909,1
316758,6299909,1
317258,6299909,1
317758,6299909,1
318258,6299909,1
318758,6299909,1
319258,6299909,1
319758,6299909,1
320258,6299909,1
320758,6299909,1
321258,6299909,1
321758,6299909,1
322258,6299909,1
322758,6299909,1
323258,6299909,1
323758,6299909,1
324258,6299909,1
324758,6299909,1
325258,6299909,1
325758,6299909,1
326258,6299909,1
326758,6299909,1
327258,6299909,1
327758,6299909,1
328258,6299909,1
328758,6299909,1
329258,6299909,1
329758,6299909,1
330258,6299909,1
330758,6299909,1
331258,6299909,1
331758,6299909,1
338258,6299909,1
338758,6299909,1
339258,6299909,1
339758,6299909,1
340258,6299909,1
340758,6299909,1
341258,6299909,1
341758,6299909,1
342258,6299909,1
342758,6299909,1
343258,6299909,1
316258,6299409,1
316758,6299409,1
317258,6299409,1
317758,6299409,1
318258,6299409,1
318758,6299409,1
319258,6299409,1
319758,6299409,1
320258,6299409,1
320758,6299409,1
321258,6299409,1
321758,6299409,1
322258,6299409,1
322758,6299409,1
323258,6299409,1
323758,6299409,1
324258,6299409,1
324758,6299409,1
325258,6299409,1
325758,6299409,1
326258,6299409,1
326758,6299409,1
327258,6299409,1
327758,6299409,1
328258,6299409,1
328758,6299409,1
329258,6299409,1
329758,6299409,1
330258,6299409,1
330758,6299409,1
331258,6299409,1
331758,6299409,1
332258,6299409,1
337758,6299409,1
338258,6299409,1
338758,6299409,1
339258,6299409,1
339758,6299409,1
340258,6299409,1
340758,6299409,1
341258,6299409,1
341758,6299409,1
342258,6299409,1
342758,6299409,1
343258,6299409,1
316758,6298909,1
317258,6298909,1
317758,6298909,1
318258,6298909,1
318758,6298909,1
319258,6298909,1
319758,6298909,1
320258,6298909,1
320758,6298909,1
321258,6298909,1
321758,6298909,1
322258,6298909,1
322758,6298909,1
323258,6298909,1
323758,6298909,1
324258,6298909,1
324758,6298909,1
325258,6298909,1
325758,6298909,1
326258,6298909,1
326758,6298909,1
327258,6298909,1
327758,6298909,1
328258,6298909,1
328758,6298909,1
329258,6298909,1
329758,6298909,1
330258,6298909,1
330758,6298909,1
331258,6298909,1
331758,6298909,1
336758,6298909,1
337258,6298909,1
337758,6298909,1
338258,6298909,1
338758,6298909,1
339258,6298909,1
339758,6298909,1
340258,6298909,1
340758,6298909,1
341258,6298909,1
341758,6298909,1
342258,6298909,1
342758,6298909,1
343258,6298909,1
343758,6298909,1
316758,6298409,1
317258,6298409,1
317758,6298409,1
318258,6298409,1
318758,6298409,1
319258,6298409,1
319758,6298409,1
320258,6298409,1
320758,6298409,1
321258,6298409,1
321758,6298409,1
322258,6298409,1
322758,6298409,1
323258,6298409,1
323758,6298409,1
324258,6298409,1
324758,6298409,1
325258,6298409,1
325758,6298409,1
326258,6298409,1
326758,6298409,1
327258,6298409,1
327758,6298409,1
328258,6298409,1
330758,6298409,1
331258,6298409,1
335258,6298409,1
335758,6298409,1
336258,6298409,1
336758,6298409,1
337258,6298409,1
337758,6298409,1
338258,6298409,1
338758,6298409,1
339258,6298409,1
339758,6298409,1
340258,6298409,1
340758,6298409,1
341258,6298409,1
341758,6298409,1
342258,6298409,1
342758,6298409,1
343258,6298409,1
343758,6298409,1
344258,6298409,1
316758,6297909,1
317258,6297909,1
317758,6297909,1
318258,6297909,1
318758,6297909,1
319258,6297909,1
319758,6297909,1
320258,6297909,1
320758,6297909,1
321258,6297909,1
321758,6297909,1
322258,6297909,1
322758,6297909,1
323258,6297909,1
323758,6297909,1
324258,6297909,1
324758,6297909,1
325258,6297909,1
325758,6297909,1
326258,6297909,1
326758,6297909,1
327258,6297909,1
327758,6297909,1
328258,6297909,1
334758,6297909,1
335258,6297909,1
335758,6297909,1
336258,6297909,1
336758,6297909,1
337258,6297909,1
337758,6297909,1
338258,6297909,1
338758,6297909,1
339258,6297909,1
339758,6297909,1
340258,6297909,1
340758,6297909,1
341258,6297909,1
341758,6297909,1
342258,6297909,1
342758,6297909,1
343258,6297909,1
343758,6297909,1
344258,6297909,1
317258,6297409,1
317758,6297409,1
318258,6297409,1
318758,6297409,1
319258,6297409,1
319758,6297409,1
320258,6297409,1
320758,6297409,1
321258,6297409,1
321758,6297409,1
322258,6297409,1
322758,6297409,1
323258,6297409,1
323758,6297409,1
324258,6297409,1
324758,6297409,1
325258,6297409,1
325758,6297409,1
326258,6297409,1
326758,6297409,1
327258,6297409,1
327758,6297409,1
328258,6297409,1
328758,6297409,1
334758,6297409,1
335258,6297409,1
335758,6297409,1
336258,6297409,1
336758,6297409,1
337258,6297409,1
337758,6297409,1
338258,6297409,1
338758,6297409,1
339258,6297409,1
339758,6297409,1
340258,6297409,1
340758,6297409,1
341258,6297409,1
341758,6297409,1
342258,6297409,1
342758,6297409,1
343258,6297409,1
343758,6297409,1
344258,6297409,1
344758,6297409,1
317258,6296909,1
317758,6296909,1
318258,6296909,1
318758,6296909,1
319258,6296909,1
319758,6296909,1
320258,6296909,1
320758,6296909,1
321258,6296909,1
321758,6296909,1
322258,6296909,1
322758,6296909,1
323258,6296909,1
323758,6296909,1
324258,6296909,1
324758,6296909,1
325258,6296909,1
325758,6296909,1
326258,6296909,1
326758,6296909,1
327258,6296909,1
327758,6296909,1
328258,6296909,1
328758,6296909,1
333758,6296909,1
334258,6296909,1
334758,6296909,1
335258,6296909,1
335758,6296909,1
336258,6296909,1
336758,6296909,1
337258,6296909,1
337758,6296909,1
338258,6296909,1
338758,6296909,1
339258,6296909,1
339758,6296909,1
340258,6296909,1
340758,6296909,1
341258,6296909,1
341758,6296909,1
342258,6296909,1
342758,6296909,1
343258,6296909,1
343758,6296909,1
344258,6296909,1
344758,6296909,1
345258,6296909,1
317758,6296409,1
318258,6296409,1
318758,6296409,1
319258,6296409,1
319758,6296409,1
320258,6296409,1
320758,6296409,1
321258,6296409,1
321758,6296409,1
322258,6296409,1
322758,6296409,1
323258,6296409,1
323758,6296409,1
324258,6296409,1
324758,6296409,1
325258,6296409,1
325758,6296409,1
326258,6296409,1
326758,6296409,1
327258,6296409,1
327758,6296409,1
328258,6296409,1
328758,6296409,1
329258,6296409,1
332758,6296409,1
333258,6296409,1
334758,6296409,1
335258,6296409,1
335758,6296409,1
336258,6296409,1
336758,6296409,1
337258,6296409,1
337758,6296409,1
338258,6296409,1
338758,6296409,1
339258,6296409,1
339758,6296409,1
340258,6296409,1
340758,6296409,1
341258,6296409,1
341758,6296409,1
342258,6296409,1
342758,6296409,1
343258,6296409,1
343758,6296409,1
344258,6296409,1
344758,6296409,1
345258,6296409,1
345758,6296409,1
317758,6295909,1
318258,6295909,1
318758,6295909,1
319258,6295909,1
319758,6295909,1
320258,6295909,1
320758,6295909,1
321258,6295909,1
321758,6295909,1
322258,6295909,1
322758,6295909,1
323258,6295909,1
323758,6295909,1
324258,6295909,1
324758,6295909,1
325258,6295909,1
325758,6295909,1
326258,6295909,1
326758,6295909,1
327258,6295909,1
327758,6295909,1
328258,6295909,1
328758,6295909,1
329258,6295909,1
332258,6295909,1
334758,6295909,1
335258,6295909,1
335758,6295909,1
336258,6295909,1
336758,6295909,1
337258,6295909,1
337758,6295909,1
338258,6295909,1
338758,6295909,1
339258,6295909,1
339758,6295909,1
340258,6295909,1
340758,6295909,1
341258,6295909,1
341758,6295909,1
342258,6295909,1
342758,6295909,1
343258,6295909,1
343758,6295909,1
344258,6295909,1
344758,6295909,1
345258,6295909,1
345758,6295909,1
346258,6295909,1
317758,6295409,1
318258,6295409,1
318758,6295409,1
319258,6295409,1
319758,6295409,1
320258,6295409,1
320758,6295409,1
321258,6295409,1
321758,6295409,1
322258,6295409,1
322758,6295409,1
323258,6295409,1
323758,6295409,1
324258,6295409,1
324758,6295409,1
325258,6295409,1
325758,6295409,1
326258,6295409,1
326758,6295409,1
327258,6295409,1
327758,6295409,1
328258,6295409,1
328758,6295409,1
329258,6295409,1
329758,6295409,1
331258,6295409,1
331758,6295409,1
334758,6295409,1
335258,6295409,1
335758,6295409,1
336258,6295409,1
336758,6295409,1
337258,6295409,1
337758,6295409,1
338258,6295409,1
338758,6295409,1
339258,6295409,1
339758,6295409,1
340258,6295409,1
340758,6295409,1
341258,6295409,1
341758,6295409,1
342258,6295409,1
342758,6295409,1
343258,6295409,1
343758,6295409,1
344258,6295409,1
344758,6295409,1
345258,6295409,1
345758,6295409,1
346258,6295409,1
346758,6295409,1
317758,6294909,1
318258,6294909,1
318758,6294909,1
319258,6294909,1
319758,6294909,1
320258,6294909,1
320758,6294909,1
321258,6294909,1
321758,6294909,1
322258,6294909,1
322758,6294909,1
323258,6294909,1
323758,6294909,1
324258,6294909,1
324758,6294909,1
325258,6294909,1
325758,6294909,1
326258,6294909,1
326758,6294909,1
327258,6294909,1
327758,6294909,1
328258,6294909,1
328758,6294909,1
329258,6294909,1
329758,6294909,1
330258,6294909,1
330758,6294909,1
335258,6294909,1
335758,6294909,1
336258,6294909,1
336758,6294909,1
337258,6294909,1
337758,6294909,1
338258,6294909,1
338758,6294909,1
339258,6294909,1
339758,6294909,1
340258,6294909,1
340758,6294909,1
341258,6294909,1
341758,6294909,1
342258,6294909,1
342758,6294909,1
343258,6294909,1
343758,6294909,1
344258,6294909,1
344758,6294909,1
345258,6294909,1
345758,6294909,1
346258,6294909,1
346758,6294909,1
317758,6294409,1
318258,6294409,1
318758,6294409,1
319258,6294409,1
319758,6294409,1
320258,6294409,1
320758,6294409,1
321258,6294409,1
321758,6294409,1
322258,6294409,1
322758,6294409,1
323258,6294409,1
323758,6294409,1
324258,6294409,1
324758,6294409,1
325258,6294409,1
325758,6294409,1
326258,6294409,1
326758,6294409,1
327258,6294409,1
327758,6294409,1
328258,6294409,1
328758,6294409,1
329258,6294409,1
329758,6294409,1
330258,6294409,1
335258,6294409,1
335758,6294409,1
336258,6294409,1
336758,6294409,1
337258,6294409,1
337758,6294409,1
338258,6294409,1
338758,6294409,1
339258,6294409,1
339758,6294409,1
340258,6294409,1
340758,6294409,1
341258,6294409,1
341758,6294409,1
342258,6294409,1
342758,6294409,1
343258,6294409,1
343758,6294409,1
344258,6294409,1
344758,6294409,1
345258,6294409,1
345758,6294409,1
346258,6294409,1
346758,6294409,1
347258,6294409,1
318258,6293909,1
318758,6293909,1
319258,6293909,1
319758,6293909,1
320258,6293909,1
320758,6293909,1
321258,6293909,1
321758,6293909,1
322258,6293909,1
322758,6293909,1
323258,6293909,1
323758,6293909,1
324258,6293909,1
324758,6293909,1
325258,6293909,1
325758,6293909,1
326258,6293909,1
326758,6293909,1
327258,6293909,1
327758,6293909,1
328258,6293909,1
328758,6293909,1
329258,6293909,1
329758,6293909,1
330258,6293909,1
330758,6293909,1
335258,6293909,1
335758,6293909,1
336258,6293909,1
336758,6293909,1
337258,6293909,1
337758,6293909,1
338258,6293909,1
338758,6293909,1
339258,6293909,1
339758,6293909,1
340258,6293909,1
340758,6293909,1
341258,6293909,1
341758,6293909,1
342258,6293909,1
342758,6293909,1
343258,6293909,1
343758,6293909,1
344258,6293909,1
344758,6293909,1
345258,6293909,1
345758,6293909,1
346258,6293909,1
346758,6293909,1
347258,6293909,1
347758,6293909,1
317258,6293409,1
317758,6293409,1
318258,6293409,1
318758,6293409,1
319258,6293409,1
319758,6293409,1
320258,6293409,1
320758,6293409,1
321258,6293409,1
321758,6293409,1
322258,6293409,1
322758,6293409,1
323258,6293409,1
323758,6293409,1
324258,6293409,1
324758,6293409,1
325258,6293409,1
325758,6293409,1
326258,6293409,1
326758,6293409,1
327258,6293409,1
327758,6293409,1
328258,6293409,1
328758,6293409,1
329258,6293409,1
329758,6293409,1
330258,6293409,1
330758,6293409,1
335758,6293409,1
336258,6293409,1
336758,6293409,1
337258,6293409,1
337758,6293409,1
338258,6293409,1
338758,6293409,1
339258,6293409,1
339758,6293409,1
340258,6293409,1
340758,6293409,1
341258,6293409,1
341758,6293409,1
342258,6293409,1
342758,6293409,1
343258,6293409,1
343758,6293409,1
344258,6293409,1
344758,6293409,1
345258,6293409,1
345758,6293409,1
346258,6293409,1
346758,6293409,1
347258,6293409,1
347758,6293409,1
348258,6293409,1
316258,6292909,1
316758,6292909,1
317258,6292909,1
317758,6292909,1
318258,6292909,1
318758,6292909,1
319258,6292909,1
319758,6292909,1
320258,6292909,1
320758,6292909,1
321258,6292909,1
321758,6292909,1
322258,6292909,1
322758,6292909,1
323258,6292909,1
323758,6292909,1
324258,6292909,1
324758,6292909,1
325258,6292909,1
325758,6292909,1
326258,6292909,1
326758,6292909,1
327258,6292909,1
327758,6292909,1
328258,6292909,1
328758,6292909,1
329258,6292909,1
329758,6292909,1
330258,6292909,1
330758,6292909,1
337758,6292909,1
338258,6292909,1
338758,6292909,1
339258,6292909,1
339758,6292909,1
340258,6292909,1
340758,6292909,1
341258,6292909,1
341758,6292909,1
342258,6292909,1
342758,6292909,1
343258,6292909,1
343758,6292909,1
344258,6292909,1
344758,6292909,1
345258,6292909,1
345758,6292909,1
346258,6292909,1
346758,6292909,1
347258,6292909,1
347758,6292909,1
348258,6292909,1
315758,6292409,1
316258,6292409,1
316758,6292409,1
317258,6292409,1
317758,6292409,1
318258,6292409,1
318758,6292409,1
319258,6292409,1
319758,6292409,1
320258,6292409,1
320758,6292409,1
321258,6292409,1
321758,6292409,1
322258,6292409,1
322758,6292409,1
323258,6292409,1
323758,6292409,1
324258,6292409,1
324758,6292409,1
325258,6292409,1
325758,6292409,1
326258,6292409,1
326758,6292409,1
327258,6292409,1
327758,6292409,1
328258,6292409,1
328758,6292409,1
329258,6292409,1
329758,6292409,1
330258,6292409,1
330758,6292409,1
331258,6292409,1
339258,6292409,1
339758,6292409,1
340258,6292409,1
340758,6292409,1
341258,6292409,1
341758,6292409,1
342258,6292409,1
342758,6292409,1
343258,6292409,1
343758,6292409,1
344258,6292409,1
344758,6292409,1
345258,6292409,1
345758,6292409,1
346258,6292409,1
346758,6292409,1
347258,6292409,1
347758,6292409,1
348258,6292409,1
348758,6292409,1
315758,6291909,1
316258,6291909,1
316758,6291909,1
317258,6291909,1
317758,6291909,1
318258,6291909,1
318758,6291909,1
319258,6291909,1
319758,6291909,1
320258,6291909,1
320758,6291909,1
321258,6291909,1
321758,6291909,1
322258,6291909,1
322758,6291909,1
323258,6291909,1
323758,6291909,1
324258,6291909,1
324758,6291909,1
325258,6291909,1
325758,6291909,1
326258,6291909,1
326758,6291909,1
327258,6291909,1
327758,6291909,1
328258,6291909,1
328758,6291909,1
329258,6291909,1
329758,6291909,1
330258,6291909,1
330758,6291909,1
331258,6291909,1
339758,6291909,1
340258,6291909,1
340758,6291909,1
341258,6291909,1
341758,6291909,1
342258,6291909,1
342758,6291909,1
343258,6291909,1
343758,6291909,1
344258,6291909,1
344758,6291909,1
345258,6291909,1
345758,6291909,1
346258,6291909,1
346758,6291909,1
347258,6291909,1
347758,6291909,1
348258,6291909,1
348758,6291909,1
315758,6291409,1
316258,6291409,1
316758,6291409,1
317258,6291409,1
317758,6291409,1
318258,6291409,1
318758,6291409,1
319258,6291409,1
319758,6291409,1
320258,6291409,1
320758,6291409,1
321258,6291409,1
321758,6291409,1
322258,6291409,1
322758,6291409,1
323258,6291409,1
323758,6291409,1
324258,6291409,1
324758,6291409,1
325258,6291409,1
325758,6291409,1
326258,6291409,1
326758,6291409,1
327258,6291409,1
327758,6291409,1
328258,6291409,1
328758,6291409,1
329258,6291409,1
329758,6291409,1
330258,6291409,1
330758,6291409,1
331258,6291409,1
331758,6291409,1
339758,6291409,1
340258,6291409,1
340758,6291409,1
341258,6291409,1
341758,6291409,1
342258,6291409,1
342758,6291409,1
343258,6291409,1
343758,6291409,1
344258,6291409,1
344758,6291409,1
345258,6291409,1
345758,6291409,1
346258,6291409,1
346758,6291409,1
347258,6291409,1
347758,6291409,1
348258,6291409,1
348758,6291409,1
349258,6291409,1
349758,6291409,1
316258,6290909,1
316758,6290909,1
317258,6290909,1
317758,6290909,1
318258,6290909,1
318758,6290909,1
319258,6290909,1
319758,6290909,1
320258,6290909,1
320758,6290909,1
321258,6290909,1
321758,6290909,1
322258,6290909,1
322758,6290909,1
323258,6290909,1
323758,6290909,1
324258,6290909,1
324758,6290909,1
325258,6290909,1
325758,6290909,1
326258,6290909,1
326758,6290909,1
327258,6290909,1
327758,6290909,1
328258,6290909,1
328758,6290909,1
329258,6290909,1
329758,6290909,1
330258,6290909,1
330758,6290909,1
331258,6290909,1
331758,6290909,1
339758,6290909,1
340258,6290909,1
340758,6290909,1
341258,6290909,1
341758,6290909,1
342258,6290909,1
342758,6290909,1
343258,6290909,1
343758,6290909,1
344258,6290909,1
344758,6290909,1
345258,6290909,1
345758,6290909,1
346258,6290909,1
346758,6290909,1
347258,6290909,1
347758,6290909,1
348258,6290909,1
348758,6290909,1
349258,6290909,1
349758,6290909,1
317258,6290409,1
317758,6290409,1
318258,6290409,1
318758,6290409,1
319258,6290409,1
319758,6290409,1
320258,6290409,1
320758,6290409,1
321258,6290409,1
321758,6290409,1
322258,6290409,1
322758,6290409,1
323258,6290409,1
323758,6290409,1
324258,6290409,1
324758,6290409,1
325258,6290409,1
325758,6290409,1
326258,6290409,1
326758,6290409,1
327258,6290409,1
327758,6290409,1
328258,6290409,1
328758,6290409,1
329258,6290409,1
329758,6290409,1
330258,6290409,1
330758,6290409,1
331258,6290409,1
331758,6290409,1
339758,6290409,1
340258,6290409,1
340758,6290409,1
341258,6290409,1
341758,6290409,1
342258,6290409,1
342758,6290409,1
343258,6290409,1
343758,6290409,1
344258,6290409,1
344758,6290409,1
345258,6290409,1
345758,6290409,1
346258,6290409,1
346758,6290409,1
347258,6290409,1
347758,6290409,1
348258,6290409,1
348758,6290409,1
349258,6290409,1
349758,6290409,1
350258,6290409,1
317758,6289909,1
318258,6289909,1
318758,6289909,1
319258,6289909,1
319758,6289909,1
320258,6289909,1
320758,6289909,1
321258,6289909,1
321758,6289909,1
322258,6289909,1
322758,6289909,1
323258,6289909,1
323758,6289909,1
324258,6289909,1
324758,6289909,1
325258,6289909,1
325758,6289909,1
326258,6289909,1
326758,6289909,1
327258,6289909,1
327758,6289909,1
328258,6289909,1
328758,6289909,1
329258,6289909,1
329758,6289909,1
330258,6289909,1
330758,6289909,1
331258,6289909,1
331758,6289909,1
339258,6289909,1
339758,6289909,1
340258,6289909,1
340758,6289909,1
341258,6289909,1
341758,6289909,1
342258,6289909,1
342758,6289909,1
343258,6289909,1
343758,6289909,1
344258,6289909,1
344758,6289909,1
345258,6289909,1
345758,6289909,1
346258,6289909,1
346758,6289909,1
347258,6289909,1
347758,6289909,1
348258,6289909,1
348758,6289909,1
349258,6289909,1
349758,6289909,1
350258,6289909,1
350758,6289909,1
318258,6289409,1
318758,6289409,1
319258,6289409,1
319758,6289409,1
320258,6289409,1
320758,6289409,1
321258,6289409,1
321758,6289409,1
322258,6289409,1
322758,6289409,1
323258,6289409,1
323758,6289409,1
324258,6289409,1
324758,6289409,1
325258,6289409,1
325758,6289409,1
326258,6289409,1
326758,6289409,1
327258,6289409,1
327758,6289409,1
328258,6289409,1
328758,6289409,1
329258,6289409,1
329758,6289409,1
330258,6289409,1
330758,6289409,1
331258,6289409,1
331758,6289409,1
332258,6289409,1
338758,6289409,1
339258,6289409,1
339758,6289409,1
340258,6289409,1
340758,6289409,1
341258,6289409,1
341758,6289409,1
342258,6289409,1
342758,6289409,1
343258,6289409,1
343758,6289409,1
344258,6289409,1
344758,6289409,1
345258,6289409,1
345758,6289409,1
346258,6289409,1
346758,6289409,1
347258,6289409,1
347758,6289409,1
348258,6289409,1
348758,6289409,1
349258,6289409,1
349758,6289409,1
350258,6289409,1
350758,6289409,1
318258,6288909,1
318758,6288909,1
319258,6288909,1
319758,6288909,1
320258,6288909,1
320758,6288909,1
321258,6288909,1
321758,6288909,1
322258,6288909,1
322758,6288909,1
323258,6288909,1
323758,6288909,1
324258,6288909,1
324758,6288909,1
325258,6288909,1
325758,6288909,1
326258,6288909,1
326758,6288909,1
327258,6288909,1
327758,6288909,1
328258,6288909,1
328758,6288909,1
329258,6288909,1
